taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
USA/TX-CDC-LC0092150/2021,A.2.5,0.0,0.9996771068776235,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/AZ-CDC-LC0092101/2021,A.2.5,0.0,0.991864627399935,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/CA-CDC-FG-039461/2021,A.2.5.2,0.0,0.9928478543563068,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/NY-CDC-LC0095250/2021,A.2.5.2,0.0,0.9996771068776235,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/TX-CDC-LC0096917/2021,A.2.5.2,0.0,0.9996771068776235,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/TX-CDC-LC0097101/2021,A.2.5.2,0.0,0.9954604409857328,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/TX-CDC-LC0097149/2021,A.2.5,0.0,0.9996771068776235,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
England/BRBR-1850DB4/2021,AY.5,0.0,0.9775577557755776,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/FL-CDC-LC0090441/2021,A.2.5,0.0,0.9996771068776235,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/CA-CDC-FG-040083/2021,A.2.5.2,0.0,0.997411003236246,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/FL-CDC-LC0093618/2021,A.2.5,0.0,0.9879124469127736,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/CA-CDC-FG-040551/2021,A.2.5,0.0,0.997411003236246,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/TX-CDC-LC0097128/2021,A.2.5.2,0.0,0.9707641196013289,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/CA-CDC-FG-040606/2021,A.2.5.2,0.0,0.997411003236246,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/TX-DSHS-7131/2021,A.2.5.2,0.0,0.9990306946688207,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/MN-MDH-8576/2021,A.2.5,0.0,0.9426621160409556,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/LA-BIE-LSUH001052/2021,AY.25,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/MD-MDH-3190/2021,A.2.5,0.0,0.997411003236246,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
Switzerland/VD-CHUV-GEN5702/2021,AY.33,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/PR-CDC-2-4678583/2021,P.1.10,0.0,0.9996771068776235,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
USA/LA-BIE-LSUH001419/2021,AY.25,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
Switzerland/GE-HUG-34827027/2021,AY.33,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
Switzerland/BL-ETHZ-33528986/2021,AY.33,0.0,1.0,Delta (B.1.617.2-like),0.846200,0.153800,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0
USA/UT-UPHL-210811584043/2021,AY.25,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/MA-CDCBI-CRSP_5HMVPZKNBQJFLWXT/2021,AY.25,0.0,0.9738323948327261,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
England/MILK-1A509DC/2021,AY.33,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/VS-ICH-2210762150/2021,AY.33,0.0,0.9993540051679587,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/SC-CDC-ASC210202642/2021,AY.33,0.0,0.9993540051679587,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/SC-CDC-ASC210235971/2021,AY.33,0.0,0.9987071751777634,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
Switzerland/VD-ETHZ-33617028/2021,AY.33,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/MA-MASPHL-04406/2021,AY.33,0.0,0.9961114711600778,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
England/MILK-1A7733B/2021,AY.33,0.0,0.9993540051679587,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/UT-UPHL-210901089745/2021,AY.33,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/BS-UHB-42976465/2021,AY.33,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/VD-ETHZ-33672184/2021,AY.33,0.0,0.9993540051679587,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/MA-CDCBI-CRSP_MS6HIXIM3PFK6PIV/2021,AY.33,0.0,0.9526707234617985,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MA-CDCBI-CRSP_JBUEXX7INUDVTI6J/2021,AY.33,0.0,0.9748510919920582,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MA-CDCBI-CRSP_YIQCGLBH7CCRRZVD/2021,AY.33,0.0,0.9607514256960752,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MA-CDCBI-CRSP_JLOUPHSTHFPQFEGC/2021,AY.33,0.0,0.9912080755454249,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
England/NEWC-1D18D2C/2021,AY.33,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
England/MILK-1D1972D/2021,AY.33,0.0,0.9996771068776235,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
BHR/342328699/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),0.846200,0.153800,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0
USA/VA-CDC-LC0090502/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
BGD/icddrb-CGH-CU-3791/2021,B.1.617.2,0.0,0.9842622950819672,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
BGD/icddrb-CGH-CU-130441/2021,B.1.617.2,0.0,0.9842622950819672,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
PAK/JRCGR_SCV-100/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 1
KEN/C102055/2021,B.1.617.2,0.0,0.9741721854304636,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
KEN/C102056/2021,B.1.617.2,0.0,0.9741721854304636,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
KEN/C102059/2021,B.1.617.2,0.0,0.9839291571006887,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
KEN/C102060/2021,B.1.617.2,0.0,0.9738323948327261,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
KEN/C102061/2021,B.1.617.2,0.0,0.9842622950819672,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
PAK/153181/2021,B.1.617.2,0.0,0.969737279680745,Delta (B.1.617.2-like),0.769200,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0; scorpio replaced lineage assignment AY.4
England/PLYM-1839E45/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/VD-CHUV-GEN5524/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
England/ALDP-188AB8A/2021,AY.4,0.0,0.9967616580310881,Delta (AY.4-like),0.957400,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 45; Ref alleles 0; Amb alleles 2; Oth alleles 0
OU428195,B.1.617.2,0.0,0.985260399606944,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Pakistan/UHS2-Pak-465/2021,B.1.617.2,0.0,0.963186077643909,Delta (B.1.617.2-like),0.846200,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Pakistan/UHS2-Pak-471/2021,B.1.617.2,0.0,0.9741721854304636,Delta (B.1.617.2-like),0.769200,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0
Pakistan/UHS2-Pak-470/2021,B.1.617.2,0.0,0.9849279161205766,Delta (B.1.617.2-like),0.769200,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0
BHR/342331306/2021,AY.26,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
BHR/342331316/2021,AY.26,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
BHR/342331324/2021,AY.26,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
BHR/342331331/2021,AY.26,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
BHR/342331430/2021,B.1.617.2,0.0,0.9996771068776235,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0; scorpio replaced lineage assignment AY.4
BHR/921092918/2021,AY.26,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-039692/2021,B.1.617.2,0.0,0.9967616580310881,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
THA/AFRIMS-COV1515/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
KEN/C102092/2021,AY.26,0.0,0.9533783783783784,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
KEN/C102318/2021,B.1.617.2,0.0,0.9741721854304636,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
BGD/icddrb-CMOSH-CU-0026/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
BGD/icddrb-CMOSH-CU-0025B/2021,B.1.617.2,0.0,0.9842622950819672,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
BGD/icddrb-CMOSH-CU-0024/2021,B.1.617.2,0.0,0.9802501645819618,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
THA/AFRIMS-COV1530/2021,B.1.617.2,0.0,0.9990306946688207,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
BGD/icddrb-CMOSH-CU-0025C/2021,B.1.617.2,0.0,0.9842622950819672,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
THA/AFRIMS-COV1538/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Scotland/QEUH-186D0CA/2021,AY.4,0.0,0.976882430647292,Delta (AY.4-like),0.936200,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 44; Ref alleles 0; Amb alleles 3; Oth alleles 0
Scotland/QEUH-186B545/2021,B.1.617.2,0.0,0.9842622950819672,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
England/ALDP-188AA23/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
England/ALDP-188E9D7/2021,AY.4,0.0,1.0,Delta (AY.4-like),0.957400,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 45; Ref alleles 0; Amb alleles 2; Oth alleles 0
THA/AFRIMS-COV1588/2021,AY.30,0.0,0.9996771068776235,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/CO-CDC-MMB09310480/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
IND/GBRC1273/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
KEN/C102871/2021,B.1.617.2,0.0,0.9540850776502363,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
OU427283,B.1.617.2,0.0,0.9782321899736148,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0; scorpio replaced lineage assignment AY.4
Switzerland/VD-CHUV-GEN5550/2021,B.1.617.2,0.0,0.9993540051679587,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
BGD/icddrb-CMOSH-CU-0027/2021,B.1.617.2,0.0,0.9842622950819672,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
BGD/icddrb-CMOSH-CU-0020/2021,B.1.617.2,0.0,0.9802501645819618,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment AY.4
USA/NMDOH-2021135793/2021,B.1.617.2,0.0,0.9996771068776235,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
THA/AFRIMS-COV1677/2021,B.1.617.2,0.0,0.9662996329662996,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
OU518375,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
THA/AFRIMS-COV1772/2021,AY.30,0.0,0.9902216427640157,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
PAK/JRCGR_SCV-101/2021,B.1.617.2,0.0,0.9996771068776235,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
THA/AFRIMS-COV1802/2021,AY.30,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
PAK/JRCGR_SCV-106/2021,B.1.617.2,0.0,0.9993540051679587,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
PAK/JRCGR_SCV-107/2021,B.1.617.2,0.0,0.9996771068776235,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
England/QEUH-18D1E12/2021,AY.4,0.0,1.0,Delta (AY.4-like),0.957400,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 45; Ref alleles 0; Amb alleles 2; Oth alleles 0
OU451579,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
OU451632,B.1.617.2,0.0,0.9902216427640157,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
OU515617,B.1.617.2,0.0,0.986919555264879,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/BL-ETHZ-33452972/2021,B.1.617.2,0.0,0.9905506679700228,Delta (B.1.617.2-like),0.846200,0.153800,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0; scorpio replaced lineage assignment AY.4
IND/GBRC1277/2021,AY.3,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
IND/GBRC1276/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
THA/AFRIMS-COV1865/2021,B.1.617.2,0.0,0.9508973924822215,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
England/PLYM-18DF737/2021,B.1.617.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
